"Tectonic UNIT" "Area" "Subarea" "Strike of Si" "Mineral" "Type"
"340" "MULHACEN" "Sierra Nevada NW" "B" 45 "Grt" "core/simple"
"341" "MULHACEN" "Sierra Nevada NW" "B" 41 "Grt" "core/simple"
"342" "MULHACEN" "Sierra Nevada NW" "B" 40 "Grt" "core/simple"
"343" "MULHACEN" "Sierra Nevada NW" "B" 157 "Grt" "Truncation"
"344" "MULHACEN" "Sierra Nevada NW" "B" 61 "Grt" "core/simple"
"345" "MULHACEN" "Sierra Nevada NW" "B" 35 "Grt" "core/simple"
"346" "MULHACEN" "Sierra Nevada NW" "B" 122 "Grt" "core/simple"
"347" "MULHACEN" "Sierra Nevada NW" "B" 120 "Grt" "core/simple"
"348" "MULHACEN" "Sierra Nevada NW" "B" 150 "Grt" "core/simple"
"349" "MULHACEN" "Sierra Nevada NW" "B" 10 "Grt" "core/simple"
"350" "MULHACEN" "Sierra de Baza" "F" 12.5319 "Grt" "Truncation"
"351" "MULHACEN" "Sierra de Baza" "F" 76.6855 "Grt" "Truncation"
"352" "MULHACEN" "Sierra de Baza" "F" 16.9306 "Grt" "Truncation"
"353" "MULHACEN" "Sierra de Baza" "F" 112.5493 "Grt" "Truncation"
"354" "MULHACEN" "Sierra de Baza" "F" 112.4066 "Grt" "Truncation"
"355" "MULHACEN" "Sierra de Baza" "F" 135.2403 "Grt" "Truncation"
"356" "MULHACEN" "Sierra de Baza" "F" 118.9094 "Grt" "Truncation"
"357" "MULHACEN" "Sierra de Baza" "F" 89.9981 "Grt" "Truncation"
"358" "MULHACEN" "Sierra de Baza" "F" 131.4933 "Grt" "Truncation"
"359" "MULHACEN" "Sierra de Baza" "F" 11.8358 "Grt" "Truncation"
"360" "MULHACEN" "Sierra de Baza" "F" 9.18020000000001 "Grt" "Truncation"
"361" "MULHACEN" "Sierra de Baza" "F" 92.5378 "Grt" "Truncation"
"362" "MULHACEN" "Sierra de Baza" "F" 106.6851 "Grt" "Truncation"
"363" "MULHACEN" "Sierra de Baza" "F" 112.3285 "Grt" "Truncation"
"364" "MULHACEN" "Sierra de Baza" "F" 77.3509 "Grt" "Truncation"
"365" "MULHACEN" "Sierra de Baza" "F" 81.9579 "Grt" "Truncation"
"366" "MULHACEN" "Sierra de Baza" "F" 6.6422 "Grt" "Truncation"
"367" "MULHACEN" "Sierra de Baza" "F" 100.543 "Grt" "Truncation"
"368" "MULHACEN" "Sierra de Baza" "F" 16.1933 "Grt" "Truncation"
"369" "MULHACEN" "Sierra de Baza" "F" 98.2026 "Grt" "Truncation"
"370" "MULHACEN" "Sierra de Baza" "F" 0.719200000000001 "Grt" "Truncation"
"371" "MULHACEN" "Sierra de Baza" "F" 80.4377 "Grt" "Truncation"
"372" "MULHACEN" "Sierra de Baza" "F" 7.96940000000001 "Grt" "Truncation"
"373" "MULHACEN" "Sierra de Baza" "F" 85.4954 "Grt" "Truncation"
"374" "MULHACEN" "Sierra de Baza" "F" 71.5038 "Grt" "Truncation"
"375" "MULHACEN" "Sierra de Baza" "F" 112.602 "Grt" "Truncation"
"376" "MULHACEN" "Sierra de Baza" "F" 25.4453 "Grt" "Truncation"
"377" "MULHACEN" "Sierra de Baza" "F" 106.6568 "Grt" "Truncation"
"378" "MULHACEN" "Sierra de Baza" "F" 96.5524 "Grt" "Truncation"
"379" "MULHACEN" "Sierra de Baza" "F" 110.0714 "Grt" "Truncation"
"380" "MULHACEN" "Sierra de Baza" "F" 27.7195 "Grt" "Truncation"
"381" "MULHACEN" "Sierra de Baza" "F" 11.3129 "Grt" "Truncation"
"382" "MULHACEN" "Sierra de Baza" "F" 84.1354 "Grt" "Truncation"
"383" "MULHACEN" "Sierra de Baza" "F" 114.033 "Grt" "Truncation"
"384" "MULHACEN" "Sierra de Baza" "F" 100.9413 "Grt" "Truncation"
"385" "MULHACEN" "Sierra de Baza" "F" 102.4847 "Grt" "Truncation"
"386" "MULHACEN" "Sierra de Baza" "F" 22.9501 "Grt" "Truncation"
"387" "MULHACEN" "Sierra de Baza" "F" 82.5267 "Grt" "Truncation"
"388" "MULHACEN" "Sierra de Baza" "F" 115.4692 "Grt" "Truncation"
"389" "MULHACEN" "Sierra de Baza" "F" 102.94 "Grt" "Truncation"
"390" "MULHACEN" "Sierra de Baza" "F" 1.80950000000001 "Grt" "Truncation"
"391" "MULHACEN" "Sierra de Baza" "F" 86.4763 "Grt" "Truncation"
"392" "MULHACEN" "Sierra de Baza" "F" 92.4566 "Grt" "Truncation"
"393" "MULHACEN" "Sierra de Baza" "F" 109.599 "Grt" "Truncation"
"394" "MULHACEN" "Sierra de Baza" "F" 88.4217 "Grt" "Truncation"
"395" "MULHACEN" "Sierra de Baza" "F" 93.5769 "Grt" "Truncation"
"396" "MULHACEN" "Sierra de Baza" "F" 109.1071 "Grt" "Truncation"
"397" "MULHACEN" "Sierra de Baza" "F" 9.8672 "Grt" "Truncation"
"398" "MULHACEN" "Sierra de Baza" "F" 0.00380000000001246 "Grt" "Truncation"
"399" "MULHACEN" "Sierra de Baza" "F" 86.4074 "Grt" "Truncation"
"400" "MULHACEN" "Sierra de Baza" "F" 87.9766 "Grt" "Truncation"
"401" "MULHACEN" "Sierra de Baza" "F" 116.2304 "Grt" "Truncation"
"402" "MULHACEN" "Sierra de Baza" "F" 79.2272 "Grt" "Truncation"
"403" "MULHACEN" "Sierra de Baza" "F" 111.961 "Grt" "Truncation"
"404" "MULHACEN" "Sierra de Baza" "F" 68.6822 "Grt" "Truncation"
"405" "MULHACEN" "Sierra de Baza" "F" 73.2382 "Grt" "Truncation"
"406" "MULHACEN" "Sierra de Baza" "F" 80.9198 "Grt" "Truncation"
"407" "MULHACEN" "Sierra de Baza" "F" 101.4881 "Grt" "Truncation"
"408" "MULHACEN" "Sierra de Baza" "F" 98.4456 "Grt" "Truncation"
"409" "MULHACEN" "Sierra de Baza" "F" 81.4725 "Grt" "Truncation"
"410" "MULHACEN" "Sierra de Baza" "F" 85.0399 "Grt" "Truncation"
"411" "MULHACEN" "Sierra de Baza" "F" 90 "Gt01" "core/simple"
"412" "MULHACEN" "Sierra de Baza" "F" 87 "Gt02" "core/simple"
"413" "MULHACEN" "Sierra de Baza" "F" 20 "Gt03" "core/simple"
"414" "MULHACEN" "Sierra de Baza" "F" 30 "Gt04" "core/simple"
"415" "MULHACEN" "Sierra de Baza" "F" 103 "Gt05" "core/simple"
"416" "MULHACEN" "Sierra de Baza" "F" 50 "Gt06" "core/simple"
"417" "MULHACEN" "Sierra de Baza" "F" 100 "Gt07" "core/simple"
"418" "MULHACEN" "Sierra de Baza" "F" 32 "Gt08" "core/simple"
"419" "MULHACEN" "Sierra de Baza" "F" 27 "Gt09" "core/simple"
"420" "MULHACEN" "Sierra de Baza" "F" 58 "Gt10" "core/simple"
"421" "MULHACEN" "Sierra de Baza" "F" 104 "Gt11" "core/simple"
"422" "MULHACEN" "Sierra de Baza" "F" 57 "Gt12" "core/simple"
"423" "MULHACEN" "Sierra de Baza" "F" 70 "Gt13" "core/simple"
"424" "MULHACEN" "Sierra de Baza" "F" 32 "Gt14" "core/simple"
"425" "MULHACEN" "Sierra de Baza" "F" 103 "Gt15" "core/simple"
"426" "MULHACEN" "Sierra de Baza" "F" 34 "Gt16" "core/simple"
"427" "MULHACEN" "Sierra de Baza" "F" 48 "Gt17" "core/simple"
"428" "MULHACEN" "Sierra de Baza" "F" 130 "Gt18" "core/simple"
"429" "MULHACEN" "Sierra de Baza" "F" 140 "Gt19" "core/simple"
"430" "MULHACEN" "Sierra de Baza" "F" 105 "Gt20" "core/simple"
"431" "MULHACEN" "Sierra de Baza" "F" 105 "Gt21" "core/simple"
"432" "MULHACEN" "Sierra de Baza" "F" 40 "Gt21" "core/simple"
"433" "MULHACEN" "Sierra de Baza" "F" 13 "Gt22" "core/simple"
"434" "MULHACEN" "Sierra de Baza" "F" 90 "Gt23" "core/simple"
"435" "MULHACEN" "Sierra de Baza" "F" 100 "Gt24_1" "core/simple"
"436" "MULHACEN" "Sierra de Baza" "F" 48 "Gt24_2" "core/simple"
"437" "MULHACEN" "Sierra de Baza" "F" 116 "Gt25" "core/simple"
"438" "MULHACEN" "Sierra de Baza" "F" 90 "Gt26" "core/simple"
"439" "MULHACEN" "Sierra de Baza" "F" 108 "Gt27" "core/simple"
"440" "MULHACEN" "Sierra de Baza" "F" 140 "Gt27" "core/simple"
"441" "MULHACEN" "Sierra de Baza" "F" 138 "Gt28" "core/simple"
"442" "MULHACEN" "Sierra de Baza" "F" 22 "Gt29" "core/simple"
"443" "MULHACEN" "Sierra de Baza" "F" 103 "Gt30" "core/simple"
"444" "MULHACEN" "Sierra de Baza" "F" 118 "Gt31" "core/simple"
"445" "MULHACEN" "Sierra de Baza" "F" 8 "Gt32" "core/simple"
"446" "MULHACEN" "Sierra de Baza" "F" 120 "Gt33" "core/simple"
"447" "MULHACEN" "Sierra de Baza" "F" 106 "Gt34" "core/simple"
"448" "MULHACEN" "Sierra de Baza" "F" 40 "Gt35" "core/simple"
"449" "MULHACEN" "Sierra de Baza" "F" 113 "Gt36" "core/simple"
"450" "MULHACEN" "Sierra de Baza" "F" 35 "Gt36T" "Truncation"
"451" "MULHACEN" "Sierra de Baza" "F" 9 "Gt37" "core/simple"
"452" "MULHACEN" "Sierra de Baza" "F" 103 "Gt37T" "Truncation"
"453" "MULHACEN" "Sierra de Baza" "F" 42 "Gt38" "core/simple"
"454" "MULHACEN" "Sierra de Baza" "F" 117 "Gt39" "core/simple"
"455" "MULHACEN" "Sierra de Baza" "F" 145 "Gt40" "core/simple"
"456" "MULHACEN" "Sierra de Baza" "F" 70 "Gt41" "core/simple"
"457" "MULHACEN" "Sierra de Baza" "F" 95 "Gt42" "core/simple"
"458" "MULHACEN" "Sierra de Baza" "F" 75 "Gt43" "core/simple"
"459" "MULHACEN" "Sierra de Baza" "F" 30 "Gt44" "core/simple"
"460" "MULHACEN" "Sierra de Baza" "F" 158 "Grt1" "Truncation"
"461" "MULHACEN" "Sierra de Baza" "F" 0 "Grt2" "Truncation"
"462" "MULHACEN" "Sierra de Baza" "F" 0 "Grt5" "Truncation"
"463" "MULHACEN" "Sierra de Baza" "F" 170 "Grt6" "Truncation"
"464" "MULHACEN" "Sierra de Baza" "F" 10 "Grt7" "Truncation"
"465" "MULHACEN" "Sierra de Baza" "F" 0 "Grt8" "Truncation"
"466" "MULHACEN" "Sierra de Baza" "F" 170 "Grt12" "Truncation"
"467" "MULHACEN" "Sierra de Baza" "F" 0 "Grt13" "Truncation"
"468" "MULHACEN" "Sierra de Baza" "F" 100 "Grt14" "Truncation"
"469" "MULHACEN" "Sierra de Baza" "F" 160 "Grt29" "Truncation"
"470" "MULHACEN" "Sierra de Baza" "F" 160 "Grt30" "Truncation"
"471" "MULHACEN" "Sierra de Baza" "F" 165 "Grt10" "Truncation"
"472" "MULHACEN" "Sierra de Baza" "F" 0 "Grt11" "Truncation"
"473" "MULHACEN" "Sierra de Baza" "F" 0 "Grt15" "Truncation"
"474" "MULHACEN" "Sierra de Baza" "F" 178 "Grt17" "Truncation"
"475" "MULHACEN" "Sierra de Baza" "F" 68 "Grt18" "Truncation"
"476" "MULHACEN" "Sierra de Baza" "F" 30 "Grt20" "Truncation"
"477" "MULHACEN" "Sierra de Baza" "F" 0 "Grt21" "Truncation"
"478" "MULHACEN" "Sierra de Baza" "F" 0 "Grt22" "Truncation"
"479" "MULHACEN" "Sierra de Baza" "F" 170 "Grt23" "Truncation"
"480" "MULHACEN" "Sierra de Baza" "F" 90 "Grt23" "Truncation"
"481" "MULHACEN" "Sierra de Baza" "F" 36 "Grt27" "Truncation"
"482" "MULHACEN" "Sierra de Baza" "F" 35 "Grt28" "Truncation"
"483" "MULHACEN" "Sierra de Baza" "F" 0 "Grt31" "Truncation"
"484" "MULHACEN" "Sierra de Baza" "F" 170 "Grt32" "Truncation"
"485" "MULHACEN" "Sierra de Baza" "F" 44 "Grt33" "Truncation"
"486" "MULHACEN" "Sierra de Baza" "F" 46 "Grt35" "Truncation"
"487" "MULHACEN" "Sierra de Baza" "F" 45 "Grt36" "Truncation"
"488" "MULHACEN" "Sierra de Baza" "F" 135 "Grt37" "Truncation"
"489" "MULHACEN" "Sierra de Baza" "F" 50 "Grt38" "Truncation"
"490" "MULHACEN" "Sierra de Baza" "F" 45 "Grt40" "Truncation"
"491" "MULHACEN" "Sierra de Baza" "F" 10 "Grt41" "Truncation"
"492" "VELETA" "Puerto de la Ragua" "E" 65 "Grt" "Truncation"
"493" "VELETA" "Puerto de la Ragua" "E" 62 "Grt" "core/simple"
"494" "VELETA" "Puerto de la Ragua" "E" 60 "Grt" "Truncation"
"495" "VELETA" "Puerto de la Ragua" "E" 60 "Grt" "core/simple"
"496" "VELETA" "Puerto de la Ragua" "E" 65 "Grt" "core/simple"
"497" "VELETA" "Puerto de la Ragua" "E" 62 "Grt" "Truncation"
"498" "VELETA" "Puerto de la Ragua" "E" 5 "Grt" "core/simple"
"499" "VELETA" "Puerto de la Ragua" "E" 80 "Grt" "Truncation"
"500" "VELETA" "Puerto de la Ragua" "E" 87 "Grt" "core/simple"
"501" "VELETA" "Puerto de la Ragua" "E" 67 "Grt" "Truncation"
"502" "VELETA" "Puerto de la Ragua" "E" 78 "Grt" "core/simple"
"503" "VELETA" "Puerto de la Ragua" "E" 76 "Grt" "core/simple"
"504" "VELETA" "Puerto de la Ragua" "E" 43 "Grt" "core/simple"
"505" "VELETA" "Puerto de la Ragua" "E" 41 "Grt" "core/simple"
"506" "VELETA" "Puerto de la Ragua" "E" 5 "Grt" "core/simple"
"507" "VELETA" "Puerto de la Ragua" "E" 34 "Grt" "core/simple"
"508" "VELETA" "Puerto de la Ragua" "E" 51 "Grt" "core/simple"
"509" "VELETA" "Puerto de la Ragua" "E" 42 "Grt" "core/simple"
"510" "VELETA" "Puerto de la Ragua" "E" 56 "Grt" "core/simple"
"511" "VELETA" "Puerto de la Ragua" "E" 68 "Grt" "core/simple"
"512" "VELETA" "Puerto de la Ragua" "E" 20 "Grt" "core/simple"
"513" "VELETA" "Puerto de la Ragua" "E" 51 "Grt" "core/simple"
"514" "VELETA" "Puerto de la Ragua" "E" 40 "Grt" "core/simple"
"515" "VELETA" "Puerto de la Ragua" "E" 61 "Grt" "core/simple"
"516" "VELETA" "Puerto de la Ragua" "E" 78 "Grt" "core/simple"
"517" "VELETA" "Puerto de la Ragua" "E" 91 "Grt" "core/simple"
"518" "VELETA" "Puerto de la Ragua" "E" 30 "Grt" "core/simple"
"519" "VELETA" "Puerto de la Ragua" "E" 40 "Grt" "core/simple"
"520" "VELETA" "Puerto de la Ragua" "E" 57 "Grt" "core/simple"
"521" "VELETA" "Puerto de la Ragua" "E" 21 "Grt" "core/simple"
"522" "VELETA" "Puerto de la Ragua" "E" 30 "Grt" "core/simple"
"523" "VELETA" "Puerto de la Ragua" "E" 27 "Grt" "core/simple"
"524" "VELETA" "Puerto de la Ragua" "E" 36 "Grt" "core/simple"
"525" "VELETA" "Puerto de la Ragua" "E" 34 "Grt" "core/simple"
"526" "VELETA" "Puerto de la Ragua" "E" 36 "Grt" "core/simple"
"527" "VELETA" "Puerto de la Ragua" "E" 50 "Grt" "core/simple"
"528" "VELETA" "Puerto de la Ragua" "E" 37 "Grt" "core/simple"
"529" "ALPUJARRIDES-E" "Contravies-E" "K" 150 "Grt" "core/simple"
"530" "ALPUJARRIDES-E" "Contravies-E" "K" 168 "Grt" "core/simple"
"531" "ALPUJARRIDES-E" "Contravies-E" "K" 160 "Grt" "core/simple"
"532" "ALPUJARRIDES-E" "Contravies-E" "K" 178 "Grt" "core/simple"
"533" "ALPUJARRIDES-E" "Contravies-E" "K" 170 "Grt" "core/simple"
"534" "ALPUJARRIDES-E" "Contravies-E" "K" 145 "Grt" "core/simple"
"535" "ALPUJARRIDES-E" "Contravies-E" "K" 23 "Grt" "core/simple"
"536" "ALPUJARRIDES-E" "Contravies-E" "K" 17 "Grt" "core/simple"
"537" "ALPUJARRIDES-E" "Contravies-E" "K" 178 "Grt" "core/simple"
"538" "ALPUJARRIDES-E" "Contravies-E" "K" 161 "Grt" "Truncation"
"539" "ALPUJARRIDES-E" "Contravies-E" "K" 4 "Grt" "core/simple"
"540" "ALPUJARRIDES-E" "Contravies-E" "K" 158 "Grt" "core/simple"
"541" "ALPUJARRIDES-E" "Contravies-E" "K" 13 "Grt" "Truncation"
"542" "ALPUJARRIDES-E" "Contravies-E" "K" 173 "Grt" "Truncation"
"543" "ALPUJARRIDES-E" "Contravies-E" "K" 7 "Grt" "core/simple"
"544" "ALPUJARRIDES-E" "Contravies-E" "K" 156 "Grt" "Truncation"
"545" "ALPUJARRIDES-E" "Contravies-E" "K" 5 "Grt" "Truncation"
"546" "ALPUJARRIDES-E" "Contravies-E" "K" 135 "Grt" "Truncation"
"547" "ALPUJARRIDES-E" "Contravies-E" "K" 165 "Grt" "core/simple"
"548" "ALPUJARRIDES-E" "Contravies-E" "K" 175 "Grt" "core/simple"
"549" "ALPUJARRIDES-E" "Contravies-E" "K" 148 "Grt" "core/simple"
"550" "ALPUJARRIDES-E" "Contravies-E" "K" 164 "Grt" "Truncation"
"551" "ALPUJARRIDES-E" "Contravies-E" "K" 161 "Grt" "Truncation"
"552" "ALPUJARRIDES-E" "Contravies-E" "K" 160 "Grt" "Truncation"
"553" "ALPUJARRIDES-E" "Contravies-E" "K" 173 "Grt" "core/simple"
"554" "ALPUJARRIDES-E" "Contravies-E" "K" 160 "Grt" "core/simple"
"555" "ALPUJARRIDES-E" "Contravies-E" "K" 165 "Grt" "core/simple"
"556" "ALPUJARRIDES-E" "Contravies-E" "K" 178 "Grt" "core/simple"
"557" "ALPUJARRIDES-E" "Contravies-E" "K" 25 "Grt" "core/simple"
"558" "ALPUJARRIDES-E" "Contravies-E" "K" 162 "Grt" "Truncation"
"559" "ALPUJARRIDES-E" "Contravies-E" "K" 176 "Grt" "core/simple"
"560" "ALPUJARRIDES-E" "Contravies-E" "K" 164 "Grt" "core/simple"
"561" "ALPUJARRIDES-E" "Contravies-E" "K" 176 "Grt" "core/simple"
"562" "ALPUJARRIDES-E" "Contravies-E" "K" 167 "Grt" "Truncation"
"563" "ALPUJARRIDES-E" "Contravies-E" "K" 7 "Grt" "Truncation"
"564" "ALPUJARRIDES-E" "Contravies-E" "K" 151 "Grt" "core/simple"
"565" "ALPUJARRIDES-E" "Contravies-E" "K" 7 "Grt" "core/simple"
"566" "ALPUJARRIDES-E" "Contravies-E" "K" 155 "Grt" "core/simple"
"567" "ALPUJARRIDES-E" "Contravies-E" "K" 7 "Grt" "Truncation"
"568" "ALPUJARRIDES-E" "Contravies-E" "K" 17 "Grt" "core/simple"
"569" "ALPUJARRIDES-E" "Contravies-E" "K" 8 "Grt" "Truncation"
"570" "ALPUJARRIDES-E" "Contravies-E" "K" 153 "Grt" "Truncation"
"571" "ALPUJARRIDES-E" "Contravies-E" "K" 157 "Grt" "Truncation"
"572" "ALPUJARRIDES-E" "Contravies-E" "K" 167 "Grt" "core/simple"
"573" "ALPUJARRIDES-E" "Contravies-E" "K" 0 "Grt" "Truncation"
"574" "ALPUJARRIDES-E" "Contravies-E" "K" 168 "Grt" "core/simple"
"575" "ALPUJARRIDES-E" "Contravies-E" "K" 30 "Grt" "core/simple"
"576" "ALPUJARRIDES-E" "Contravies-E" "K" 154 "Grt" "core/simple"
"577" "ALPUJARRIDES-E" "Contravies-E" "K" 173 "Grt" "Truncation"
"578" "ALPUJARRIDES-E" "Contravies-E" "K" 0 "Grt" "core/simple"
"579" "ALPUJARRIDES-E" "Contravies-E" "K" 178 "Grt" "core/simple"
"580" "ALPUJARRIDES-E" "Contravies-E" "K" 2 "Grt" "core/simple"
"581" "ALPUJARRIDES-E" "Contravies-E" "K" 8 "Grt" "core/simple"
"582" "ALPUJARRIDES-E" "Contravies-E" "K" 4 "Grt" "core/simple"
"583" "ALPUJARRIDES-E" "Contravies-E" "K" 176 "Grt" "core/simple"
"584" "ALPUJARRIDES-E" "Contravies-E" "K" 173 "Grt" "core/simple"
"585" "ALPUJARRIDES-E" "Contravies-E" "K" 27 "Grt" "core/simple"
"586" "ALPUJARRIDES-E" "Contravies-E" "K" 15 "Grt" "core/simple"
"587" "ALPUJARRIDES-E" "Contravies-E" "K" 143 "Grt" "core/simple"
"588" "ALPUJARRIDES-E" "Contravies-E" "K" 148 "Grt" "core/simple"
"589" "ALPUJARRIDES-E" "Contravies-E" "K" 138 "Grt" "core/simple"
"590" "ALPUJARRIDES-E" "Contravies-E" "K" 149 "Grt" "core/simple"
"591" "ALPUJARRIDES-E" "Contravies-E" "K" 106 "Grt" "core/simple"
"592" "ALPUJARRIDES-E" "Contravies-E" "K" 95 "Grt" "core/simple"
"593" "ALPUJARRIDES-E" "Contravies-E" "K" 162 "Grt" "core/simple"
"594" "ALPUJARRIDES-E" "Contravies-E" "K" 110 "Grt" "core/simple"
"595" "ALPUJARRIDES-E" "Contravies-E" "K" 85 "Grt" "core/simple"
"596" "ALPUJARRIDES-E" "Contravies-E" "K" 80 "Grt" "core/simple"
"597" "ALPUJARRIDES-E" "Contravies-E" "K" 93 "Grt" "core/simple"
"598" "ALPUJARRIDES-E" "Contravies-E" "K" 0 "Grt" "core/simple"
"599" "ALPUJARRIDES-E" "Contravies-E" "K" 77 "Grt" "core/simple"
"600" "ALPUJARRIDES-E" "Contravies-E" "K" 61 "Grt" "core/simple"
"601" "ALPUJARRIDES-E" "Contravies-E" "K" 87 "Grt" "core/simple"
"602" "ALPUJARRIDES-E" "Contravies-E" "K" 65 "Grt" "core/simple"
"603" "ALPUJARRIDES-E" "Contravies-E" "K" 58 "Grt" "core/simple"
"604" "ALPUJARRIDES-E" "Contravies-E" "K" 107 "Grt" "core/simple"
"605" "ALPUJARRIDES-E" "Contravies-E" "K" 95 "Grt" "core/simple"
"606" "ALPUJARRIDES-E" "Contravies-E" "K" 100 "Grt" "core/simple"
"607" "ALPUJARRIDES-E" "Contravies-E" "K" 40 "Grt" "core/simple"
"608" "ALPUJARRIDES-E" "Contravies-E" "K" 86 "Grt" "core/simple"
"609" "ALPUJARRIDES-E" "Contravies-E" "K" 121 "Grt" "core/simple"
"610" "ALPUJARRIDES-E" "Contravies-E" "K" 0 "Grt" "core/simple"
"611" "ALPUJARRIDES-E" "Contravies-E" "K" 109 "Grt" "core/simple"
"612" "ALPUJARRIDES-E" "Contravies-E" "K" 135 "Grt" "core/simple"
"613" "ALPUJARRIDES-E" "Contravies-E" "K" 98 "Grt" "core/simple"
"614" "ALPUJARRIDES-E" "Contravies-E" "K" 96 "Grt" "core/simple"
"615" "ALPUJARRIDES-E" "Contravies-E" "K" 135 "Grt" "core/simple"
"616" "ALPUJARRIDES-E" "Contravies-E" "K" 133 "Grt" "core/simple"
"617" "ALPUJARRIDES-E" "Contravies-E" "K" 144 "Grt" "core/simple"
"618" "ALPUJARRIDES-E" "Contravies-E" "K" 141 "Grt" "core/simple"
"619" "ALPUJARRIDES-E" "Contravies-E" "K" 143 "Grt" "core/simple"
"620" "ALPUJARRIDES-E" "Contravies-E" "K" 135 "Grt" "core/simple"
"621" "ALPUJARRIDES-E" "Contravies-E" "K" 0 "Grt" "core/simple"
"622" "ALPUJARRIDES-E" "Contravies-E" "K" 131 "Grt" "core/simple"
"623" "ALPUJARRIDES-E" "Contravies-E" "K" 155 "Grt" "core/simple"
"624" "ALPUJARRIDES-E" "Contravies-E" "K" 160 "Grt" "core/simple"
"625" "MULHACEN" "Sierra Nevada SW" "C" 38.4 "Grt" "core/simple"
"626" "MULHACEN" "Sierra Nevada SW" "C" 48 "Grt" "core/simple"
"627" "MULHACEN" "Sierra Nevada SW" "C" 35.4 "Grt" "core/simple"
"628" "MULHACEN" "Sierra Nevada SW" "C" 60.8 "Grt" "core/simple"
"629" "MULHACEN" "Sierra Nevada SW" "C" 32 "Grt" "core/simple"
"630" "MULHACEN" "Sierra Nevada SW" "C" 27.1 "Grt" "core/simple"
"631" "MULHACEN" "Sierra Nevada SW" "C" 50.3 "Grt" "core/simple"
"632" "MULHACEN" "Sierra Nevada SW" "C" 54.2 "Grt" "core/simple"
"633" "MULHACEN" "Sierra Nevada SW" "C" 30 "Grt" "core/simple"
"634" "MULHACEN" "Sierra Nevada SW" "C" 70.5 "Grt" "core/simple"
"635" "MULHACEN" "Sierra Nevada SW" "C" 31.1 "Grt" "core/simple"
"636" "MULHACEN" "Sierra Nevada SW" "C" 12.8 "Grt" "core/simple"
"637" "MULHACEN" "Sierra Nevada SW" "C" 39.9 "Grt" "core/simple"
"638" "MULHACEN" "Sierra Nevada SW" "C" 176 "Grt" "core/simple"
"639" "MULHACEN" "Sierra Nevada SW" "C" 30 "Grt" "core/simple"
"640" "MULHACEN" "Sierra Nevada SW" "C" 28 "Grt" "core/simple"
"641" "MULHACEN" "Sierra Nevada SW" "C" 158 "Grt" "core/simple"
"642" "MULHACEN" "Sierra Nevada SW" "C" 160 "Grt" "core/simple"
"643" "MULHACEN" "Sierra Nevada SW" "C" 23 "Grt" "core/simple"
"644" "MULHACEN" "Sierra Nevada SW" "C" 32 "Grt" "core/simple"
"645" "MULHACEN" "Sierra Nevada SW" "C" 43 "Grt" "core/simple"
"646" "MULHACEN" "Sierra Nevada SW" "C" 2 "Grt" "core/simple"
"647" "MULHACEN" "Sierra Nevada SW" "C" 13 "Grt" "core/simple"
"648" "MULHACEN" "Sierra Nevada SW" "C" 17 "Grt" "core/simple"
"649" "MULHACEN" "Sierra Nevada SW" "C" 27 "Grt" "core/simple"
"650" "MULHACEN" "Sierra Nevada SW" "C" 33 "Grt" "core/simple"
"651" "MULHACEN" "Sierra Nevada SW" "C" 55 "Grt" "core/simple"
"652" "MULHACEN" "Sierra Nevada SW" "C" 160 "Grt" "core/simple"
"653" "MULHACEN" "Sierra Nevada SW" "C" 171 "Grt" "core/simple"
"654" "MULHACEN" "Sierra Nevada SW" "C" 161 "Grt" "core/simple"
"655" "MULHACEN" "Sierra Nevada SW" "C" 174 "Grt" "core/simple"
"656" "MULHACEN" "Sierra Nevada SW" "C" 94 "Grt" "core/simple"
"657" "MULHACEN" "Sierra Nevada SW" "C" 161 "Grt" "core/simple"
"658" "MULHACEN" "Sierra Nevada SW" "C" 144 "Grt" "core/simple"
"659" "MULHACEN" "Sierra Nevada SW" "C" 144 "Grt" "core/simple"
"660" "MULHACEN" "Sierra Nevada SW" "C" 145 "Grt" "core/simple"
"661" "MULHACEN" "Sierra Nevada SW" "C" 150 "Grt" "core/simple"
"662" "MULHACEN" "Sierra Nevada SW" "C" 35 "Grt" "core/simple"
"663" "MULHACEN" "Sierra Nevada SW" "C" 60 "Grt" "core/simple"
"664" "MULHACEN" "Sierra Nevada SW" "C" 92 "Grt" "core/simple"
"665" "MULHACEN" "Sierra Nevada SW" "C" 100 "Grt" "core/simple"
"666" "MULHACEN" "Sierra Nevada SW" "C" 45 "Grt" "Truncation"
"667" "MULHACEN" "Sierra Nevada SW" "C" 124 "Grt" "core/simple"
"668" "MULHACEN" "Sierra Nevada SW" "C" 118 "Grt" "core/simple"
"669" "MULHACEN" "Sierra Nevada SW" "C" 128 "Grt" "core/simple"
"670" "MULHACEN" "Sierra Nevada SW" "C" 1 "Grt" "core/simple"
"671" "MULHACEN" "Sierra Nevada SW" "C" 114 "Grt" "core/simple"
"672" "MULHACEN" "Sierra Nevada SW" "C" 132 "Grt" "core/simple"
"673" "MULHACEN" "Sierra Nevada SW" "C" 56 "Grt" "core/simple"
"674" "MULHACEN" "Sierra Nevada SW" "C" 149 "Grt" "core/simple"
"675" "MULHACEN" "Sierra Nevada SW" "C" 60 "Grt" "core/simple"
"676" "MULHACEN" "Sierra Nevada SW" "C" 154 "Grt" "core/simple"
